"id","name","title","group","latitude","longitude","url","services","service_count","categories"
9898,"Vironallas, Helsinki","Vironallas","Helsinki","60.1667","24.9533","https://www.vierassatamat.fi/fi/kohde/vironallas-helsinki-9898","Alko,Apteekki,Bussi,Kahvila,Kauppa,Majoitus,Ravintola,Satama,WC","9","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=true;satama=false;leirinta=false;lahiruoka=false;muut=false"
7972,"Virojoki pohjoinen, Virolahti","Virojoki pohjoinen","Virolahti","60.5833","27.71","https://www.vierassatamat.fi/fi/kohde/virojoki-pohjoinen-virolahti-7972","Apteekki,Bussi,Kahvila,Kauppa,Keräyspiste,Lääkäri,Opastus,Polttoaine,Ravintola,Satama","10","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7862,"Virojoki eteläinen, Virolahti","Virojoki eteläinen","Virolahti","60.5833","27.7117","https://www.vierassatamat.fi/fi/kohde/virojoki-etelainen-virolahti-7862","Apteekki,Bussi,Kahvila,Kauppa,Keräyspiste,Lääkäri,Opastus,Polttoaine,Ravintola,Satama","10","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7854,"Varissaari, Kotka","Varissaari","Kotka","60.4467","26.955","https://www.vierassatamat.fi/fi/kohde/varissaari-kotka-7854","Grillipaikka,Juomavesi,Kahvila,Ravintola,Satama,Uimaranta,WC,Yhteysalus","8","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9337,"Vallisaari, Helsinki","Vallisaari","Helsinki","60.135","25.0067","https://www.vierassatamat.fi/fi/kohde/vallisaari-helsinki-9337","Kahvila,Keräyspiste,Kioski,Luontopolku,Nähtävää,Opastus,Ravintola,Tapahtumat,WC","9","ruoka=true;nahtavyys=true;tapahtuma=true;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8302,"Valkosaari / NJK, Helsinki","Valkosaari / NJK","Helsinki","60.16","24.9633","https://www.vierassatamat.fi/fi/kohde/valkosaari-njk-helsinki-8302","Bussi,Grillipaikka,Juomavesi,Kauppa,Keräyspiste,Opastus,Pesutupa,Ravintola,Satama,Sauna,Suihku,Sähkö,WC,Yhteysalus","14","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7850,"Ulko-Tammio, Hamina","Ulko-Tammio","Hamina","60.35","27.4533","https://www.vierassatamat.fi/fi/kohde/ulko-tammio-hamina-7850","Grillipaikka,Juomavesi,Luontopolku,Nähtävää,Opastus,Satama,WC","7","ruoka=false;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7846,"Ukkosaari, Virolahti","Ukkosaari","Virolahti","60.5783","27.7367","https://www.vierassatamat.fi/fi/kohde/ukkosaari-virolahti-7846","Keräyspiste,Satama,Septityhjennys,Veneramppi","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8188,"Tammio, Hamina","Tammio","Hamina","60.4167","27.4167","https://www.vierassatamat.fi/fi/kohde/tammio-hamina-8188","Nähtävää,Satama","2","ruoka=false;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7830,"Svartholm, Loviisa ","Svartholm","Loviisa","60.38","26.3017","https://www.vierassatamat.fi/fi/kohde/svartholm-loviisa-7830","Grillipaikka,Juomavesi,Kahvila,Keräyspiste,Kioski,Leikkipaikka,Luontopolku,Ravintola,Satama,Uimaranta,WC,Yhteysalus","12","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9332,"Svartbäck, Porvoo","Svartbäck","Porvoo","60.2733","25.5117","https://www.vierassatamat.fi/fi/kohde/svartback-porvoo-9332","Kahvila,Ravintola,WC","3","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8058,"Suuri-Pisi, Virolahti","Suuri-Pisi","Virolahti","60.45","27.6317","https://www.vierassatamat.fi/fi/kohde/suuri-pisi-virolahti-8058","Grillipaikka,Nähtävää,Opastus,Satama,WC","5","ruoka=false;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
6794,"Suomenlinna, Helsinki","Suomenlinna","Helsinki","60.1467","24.9817","https://www.vierassatamat.fi/fi/kohde/suomenlinna-helsinki-6794","Elintarvikekioski,Juomavesi,Kahvila,Kauppa,Keräyspiste,Kioski,Leikkipaikka,Nähtävää,Opastus,Pesutupa,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Uimaranta,WC,Yhteysalus","19","ruoka=true;nahtavyys=true;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9891,"Struka, Pyhtää","Struka","Pyhtää","60.47","26.5667","https://www.vierassatamat.fi/fi/kohde/struka-pyhtaa-9891","Satama","1","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8068,"Stornäsudden, Porvoo","Stornäsudden","Porvoo","60.3167","25.6033","https://www.vierassatamat.fi/fi/kohde/stornasudden-porvoo-8068","Grillipaikka,Opastus,Satama,WC","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8066,"Stora Brokholmen, Porvoo","Stora Brokholmen","Porvoo","60.2267","25.9983","https://www.vierassatamat.fi/fi/kohde/stora-brokholmen-porvoo-8066","Grillipaikka,Juomavesi,Opastus,Satama,Uimaranta,WC","6","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9893,"Söderby, Porvoo","Söderby","Porvoo","60.207631678323864","25.863346171084817","https://www.vierassatamat.fi/fi/kohde/soderby-porvoo-9893","Juomavesi,Kauppa,Satama","3","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9338,"Sirpalesaari, Helsinki","Sirpalesaari","Helsinki","60.1517","24.9417","https://www.vierassatamat.fi/fi/kohde/sirpalesaari-helsinki-9338","Juomavesi,Keräyspiste,Ravintola,Sauna,Suihku,Sähkö,WC","7","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9868,"Sipoon Kaunissaari, Sipoo","Sipoon Kaunissaari","Sipoo","60.1683","25.3533","https://www.vierassatamat.fi/fi/kohde/sipoon-kaunissaari-sipoo-9868","Grillipaikka,Juomavesi,Kahvila,Keräyspiste,Kioski,Leikkipaikka,Luontopolku,Majoitus,Opastus,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Uimaranta,WC,Yhteysalus","17","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=true;satama=false;leirinta=false;lahiruoka=false;muut=false"
8516,"Seapoint Pohjoisranta, veneasema, Helsinki","Seapoint Pohjoisranta, veneasema","Helsinki","60.1733","24.9633","https://www.vierassatamat.fi/fi/kohde/seapoint-pohjoisranta-veneasema-helsinki-8516","Polttoaine","1","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8515,"Seapoint Pellinge, veneasema, Porvoo","Seapoint Pellinge, veneasema","Porvoo","60.235","25.87","https://www.vierassatamat.fi/fi/kohde/seapoint-pellinge-veneasema-porvoo-8515","Polttoaine","1","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8517,"Seapoint Liuskaluoto, veneasema, Helsinki","Seapoint Liuskaluoto, veneasema","Helsinki","60.1533","24.9467","https://www.vierassatamat.fi/fi/kohde/seapoint-liuskaluoto-veneasema-helsinki-8517","Elintarvikekioski,Polttoaine,Ravintola,Septityhjennys","4","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8176,"Särkkä, Helsinki","Särkkä","Helsinki","60.1517","24.9667","https://www.vierassatamat.fi/fi/kohde/sarkka-helsinki-8176","Juomavesi,Keräyspiste,Nähtävää,Ravintola,Satama,Septityhjennys,Suihku,WC,Yhteysalus","9","ruoka=true;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8028,"Sapokanlahti, Kotka","Sapokanlahti","Kotka","60.4567","26.9583","https://www.vierassatamat.fi/fi/kohde/sapokanlahti-kotka-8028","Alko,Apteekki,Bussi,Grillipaikka,Juomavesi,Kahvila,Kauppa,Keräyspiste,Leikkipaikka,Luontopolku,Moottorihuolto,Nähtävää,Opastus,Pesutupa,Polttoaine,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Tapahtumat,Uimaranta,Veneramppi,WC","25","ruoka=true;nahtavyys=true;tapahtuma=true;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8075,"Ristisaari, Pyhtää","Ristisaari","Pyhtää","60.31","26.8017","https://www.vierassatamat.fi/fi/kohde/ristisaari-pyhtaa-8075","Grillipaikka,Opastus,Satama,WC","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8328,"Rankki, Kotka","Rankki","Kotka","60.3733","26.9533","https://www.vierassatamat.fi/fi/kohde/rankki-kotka-8328","Elintarvikekioski,Grillipaikka,Juomavesi,Kahvila,Keräyspiste,Kioski,Leikkipaikka,Luontopolku,Majoitus,Nähtävää,Opastus,Pesutupa,Ravintola,Satama,Sauna,Suihku,Sähkö,Uimaranta,Veneramppi,WC,Yhteysalus","21","ruoka=true;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=true;satama=false;leirinta=false;lahiruoka=false;muut=false"
6785,"Pyysaari, Helsinki","Pyysaari","Helsinki","60.18","25.0233","https://www.vierassatamat.fi/fi/kohde/pyysaari-helsinki-6785","Bussi,Juomavesi,Kahvila,Keräyspiste,Luontopolku,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,WC","12","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9892,"Pyhtää, Pyhtää","Pyhtää","Pyhtää","60.4917","26.5417","https://www.vierassatamat.fi/fi/kohde/pyhtaa-pyhtaa-9892","Bussi,Kahvila,Keräyspiste,Nähtävää,Satama,Veneramppi,WC","7","ruoka=true;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
6147,"Porvoon vierasvenesatama, Porvoo","Porvoon vierasvenesatama","Porvoo","60.3883","25.665","https://www.vierassatamat.fi/fi/kohde/porvoon-vierasvenesatama-porvoo-6147","Apteekki,Bussi,Elintarvikekioski,Juomavesi,Kahvila,Kauppa,Keräyspiste,Kioski,Leikkipaikka,Luontopolku,Lääkäri,Majoitus,Nähtävää,Opastus,Pesutupa,Posti,Ravintola,Ravintola,Satama,Septityhjennys,Suihku,Sähkö,Tapahtumat,Veneramppi,WC","25","ruoka=true;nahtavyys=true;tapahtuma=true;kauppa=true;majoitus=true;satama=false;leirinta=false;lahiruoka=false;muut=false"
7978,"Pohjoissatama, Helsinki","Pohjoissatama","Helsinki","60.1733","24.9633","https://www.vierassatamat.fi/fi/kohde/pohjoissatama-helsinki-7978","Alko,Apteekki,Bussi,Juomavesi,Kahvila,Kauppa,Keräyspiste,Kioski,Leikkipaikka,Lääkäri,Pesutupa,Polttoaine,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,WC","19","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8077,"Pitkäviiri, Pyhtää","Pitkäviiri","Pyhtää","60.2883","26.6317","https://www.vierassatamat.fi/fi/kohde/pitkaviiri-pyhtaa-8077","Satama","1","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8074,"Pirttisaari, Porvoo","Pirttisaari","Porvoo","60.1683","25.4383","https://www.vierassatamat.fi/fi/kohde/pirttisaari-porvoo-8074","Grillipaikka,Nähtävää,Opastus,Satama,WC","5","ruoka=false;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9334,"Pikku Leikosaari, Helsinki","Pikku Leikosaari","Helsinki","60.17","25.145","https://www.vierassatamat.fi/fi/kohde/pikku-leikosaari-helsinki-9334","Grillipaikka,Sauna,WC","3","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9889,"Pihlajasaari, Helsinki","Pihlajasaari","Helsinki","60.14","24.9183","https://www.vierassatamat.fi/fi/kohde/pihlajasaari-helsinki-9889","Grillipaikka,Juomavesi,Kahvila,Keräyspiste,Kioski,Leikkipaikka,Luontopolku,Opastus,Ravintola,Sauna,Septityhjennys,Suihku,Sähkö,Uimaranta,WC","15","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7974,"Pellinki, Porvoo","Pellinki","Porvoo","60.235","25.87","https://www.vierassatamat.fi/fi/kohde/pellinki-porvoo-7974","Elintarvikekioski,Grillipaikka,Juomavesi,Kahvila,Keräyspiste,Kioski,Leikkipaikka,Pesutupa,Polttoaine,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Tapahtumat,Veneramppi,WC","18","ruoka=true;nahtavyys=false;tapahtuma=true;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9853,"Pellinge Marina, Porvoo","Pellinge Marina","Porvoo","60.2267","25.89","https://www.vierassatamat.fi/fi/kohde/pellinge-marina-porvoo-9853","Juomavesi,Keräyspiste,Leikkipaikka,Majoitus,Ravintola,Sähkö,Tapahtumat,WC","8","ruoka=true;nahtavyys=false;tapahtuma=true;kauppa=false;majoitus=true;satama=false;leirinta=false;lahiruoka=false;muut=false"
8071,"Onas, Porvoo","Onas","Porvoo","60.1933","25.5483","https://www.vierassatamat.fi/fi/kohde/onas-porvoo-8071","Grillipaikka,Opastus,Satama,WC","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7750,"Nuokot, Hamina","Nuokot","Hamina","60.4483","27.225","https://www.vierassatamat.fi/fi/kohde/nuokot-hamina-7750","Grillipaikka,Luontopolku,Opastus,Satama,Septityhjennys,WC","6","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9328,"Norrkullalandet, Sipoo","Norrkullalandet","Sipoo","60.235","25.3683","https://www.vierassatamat.fi/fi/kohde/norrkullalandet-sipoo-9328","Elintarvikekioski,Grillipaikka,Leikkipaikka,Opastus,Sauna,Uimaranta,WC","7","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8067,"Norra Sandö, Porvoo","Norra Sandö","Porvoo","60.2167","26.005","https://www.vierassatamat.fi/fi/kohde/norra-sando-porvoo-8067","Grillipaikka,Opastus,Satama,Uimaranta,WC","5","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8063,"Mustaviiri, Pyhtää","Mustaviiri","Pyhtää","60.2783","26.6083","https://www.vierassatamat.fi/fi/kohde/mustaviiri-pyhtaa-8063","Grillipaikka,Juomavesi,Luontopolku,Nähtävää,Opastus,Satama,WC","7","ruoka=false;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9333,"Mustalahti, Helsinki","Mustalahti","Helsinki","60.2017","25.1633","https://www.vierassatamat.fi/fi/kohde/mustalahti-helsinki-9333","Alko,Apteekki,Grillipaikka,Juomavesi,Kahvila,Kauppa,Luontopolku,Ravintola,Septityhjennys,Uimaranta,Veneramppi,WC","12","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9612,"Merikeskus Vellamo, Kotka","Merikeskus Vellamo","Kotka","60.4733","26.945","https://www.vierassatamat.fi/fi/kohde/merikeskus-vellamo-kotka-9612","Kahvila,Nähtävää,Ravintola,Tapahtumat,WC","5","ruoka=true;nahtavyys=true;tapahtuma=true;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7388,"Majasaari, Hamina","Majasaari","Hamina","60.4633","27.2283","https://www.vierassatamat.fi/fi/kohde/majasaari-hamina-7388","Grillipaikka,Juomavesi,Luontopolku,Opastus,Satama,Uimaranta,WC","7","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
6798,"Liuskasaari, Helsinki","Liuskasaari","Helsinki","60.1533","24.9467","https://www.vierassatamat.fi/fi/kohde/liuskasaari-helsinki-6798","Elintarvikekioski,Juomavesi,Kahvila,Kauppa,Kauppa,Keräyspiste,Kioski,Leikkipaikka,Opastus,Pesutupa,Polttoaine,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Tapahtumat,Uimaranta,WC,Yhteysalus","21","ruoka=true;nahtavyys=false;tapahtuma=true;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8064,"Lillfjärden, Loviisa","Lillfjärden","Loviisa","60.2783","26.1033","https://www.vierassatamat.fi/fi/kohde/lillfjarden-loviisa-8064","Grillipaikka,Opastus,Satama,WC","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8062,"Lehmäsaari, Kotka","Lehmäsaari","Kotka","60.4217","26.9867","https://www.vierassatamat.fi/fi/kohde/lehmasaari-kotka-8062","Grillipaikka,Juomavesi,Luontopolku,Opastus,Satama,Septityhjennys,Uimaranta","7","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8059,"Lanskeri, Hamina","Lanskeri","Hamina","60.3833","27.5067","https://www.vierassatamat.fi/fi/kohde/lanskeri-hamina-8059","Grillipaikka,Opastus,Satama,WC","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9555,"Laivasilta, Loviisa","Laivasilta","Loviisa","60.4533","26.2367","https://www.vierassatamat.fi/fi/kohde/laivasilta-loviisa-9555","Alko,Apteekki,Bussi,Juomavesi,Kahvila,Kauppa,Keräyspiste,Kioski,Leikkipaikka,Luontopolku,Lääkäri,Majoitus,Majoitus,Nähtävää,Opastus,Pesutupa,Polttoaine,Posti,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Tori,Uimaranta,Veneramppi,WC","28","ruoka=true;nahtavyys=true;tapahtuma=false;kauppa=true;majoitus=true;satama=false;leirinta=false;lahiruoka=false;muut=false"
9330,"Kuussaari, Pyhtää","Kuussaari","Pyhtää","60.445","26.7567","https://www.vierassatamat.fi/fi/kohde/kuussaari-pyhtaa-9330","Grillipaikka,Luontopolku,Nähtävää,Opastus,WC","5","ruoka=false;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8187,"Kuorsalo, Hamina","Kuorsalo","Hamina","60.4667","27.395","https://www.vierassatamat.fi/fi/kohde/kuorsalo-hamina-8187","Nähtävää,Satama","2","ruoka=false;nahtavyys=true;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9329,"Kukouri, Kotka","Kukouri","Kotka","60.4417","26.975","https://www.vierassatamat.fi/fi/kohde/kukouri-kotka-9329","Opastus","1","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8332,"Kuggsund , Porvoo","Kuggsund","Porvoo","60.31","25.59","https://www.vierassatamat.fi/fi/kohde/kuggsund-porvoo-8332","Juomavesi,Kahvila,Keräyspiste,Polttoaine,Ravintola,Sauna,Septityhjennys,Tapahtumat,Veneramppi,WC","10","ruoka=true;nahtavyys=false;tapahtuma=true;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8076,"Koivuluoto, Hamina","Koivuluoto","Hamina","60.305","27.4017","https://www.vierassatamat.fi/fi/kohde/koivuluoto-hamina-8076","Grillipaikka,Opastus,Satama,WC","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7656,"Klamila, Virolahti","Klamila","Virolahti","60.5067","27.485","https://www.vierassatamat.fi/fi/kohde/klamila-virolahti-7656","Apteekki,Bussi,Grillipaikka,Juomavesi,Kahvila,Kauppa,Keräyspiste,Kioski,Leikkipaikka,Opastus,Pesutupa,Polttoaine,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Tapahtumat,Uimaranta,Veneramppi,WC","22","ruoka=true;nahtavyys=false;tapahtuma=true;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8329,"Kirkonmaa, Kotka","Kirkonmaa","Kotka","60.4017","27.0517","https://www.vierassatamat.fi/fi/kohde/kirkonmaa-kotka-8329","","0","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8060,"Kilpisaari, Kotka","Kilpisaari","Kotka","60.2817","27.315","https://www.vierassatamat.fi/fi/kohde/kilpisaari-kotka-8060","Grillipaikka,Opastus,Satama,WC","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7163,"Kaunissaari, Pyhtää","Kaunissaari","Pyhtää","60.3433","26.7783","https://www.vierassatamat.fi/fi/kohde/kaunissaari-pyhtaa-7163","Grillipaikka,Juomavesi,Kahvila,Kauppa,Keräyspiste,Leikkipaikka,Nähtävää,Opastus,Pesutupa,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Uimaranta,WC,Yhteysalus","18","ruoka=true;nahtavyys=true;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7411,"Katajanokan vierasvenesatama - MarinaBay, Helsinki","Katajanokan vierasvenesatama - MarinaBay","Helsinki","60.17","24.9633","https://www.vierassatamat.fi/fi/kohde/katajanokan-vierasvenesatama-marinabay-helsinki-7411","Apteekki,Bussi,Elintarvikekioski,Juomavesi,Kahvila,Kauppa,Kauppa,Keräyspiste,Lääkäri,Moottorihuolto,Pesutupa,Polttoaine,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Tapahtumat,Veneramppi,WC","21","ruoka=true;nahtavyys=false;tapahtuma=true;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9895,"Karhusaari, Helsinki","Karhusaari","Helsinki","60.25","25.24","https://www.vierassatamat.fi/fi/kohde/karhusaari-helsinki-9895","Juomavesi,Kahvila,Kauppa,Polttoaine,Satama,Septityhjennys","6","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9896,"Kalliosaari, Helsinki","Kalliosaari","Helsinki","60.1867","25.1633","https://www.vierassatamat.fi/fi/kohde/kalliosaari-helsinki-9896","Grillipaikka,Opastus,Satama,WC","4","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9326,"Kabböle, Loviisa","Kabböle","Loviisa","60.305","26.0817","https://www.vierassatamat.fi/fi/kohde/kabbole-loviisa-9326","Elintarvikekioski,Juomavesi,Kahvila,Kauppa,Keräyspiste,Leikkipaikka,Pesutupa,Polttoaine,Sähkö,Uimaranta,Veneramppi,WC","12","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9576,"Joensuun tila, Sipoo","Joensuun tila","Sipoo","60.2883","25.32","https://www.vierassatamat.fi/fi/kohde/joensuun-tila-sipoo-9576","Grillipaikka,Juomavesi,Kahvila,Keräyspiste,Leikkipaikka,Luontopolku,Majoitus,Opastus,Pesutupa,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Tapahtumat,Uimaranta,Veneramppi,WC","19","ruoka=true;nahtavyys=false;tapahtuma=true;kauppa=false;majoitus=true;satama=false;leirinta=false;lahiruoka=false;muut=false"
9335,"Iso-Sarvasto, Helsinki","Iso-Sarvasto","Helsinki","60.1683","25.06","https://www.vierassatamat.fi/fi/kohde/iso-sarvasto-helsinki-9335","Apteekki,Grillipaikka,Juomavesi,Kahvila,Kauppa,Kioski,Moottorihuolto,Septityhjennys,Sähkö,Uimaranta,Veneramppi","11","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
8072,"Högholmsören, Sipoo","Högholmsören","Sipoo","60.2017","25.3983","https://www.vierassatamat.fi/fi/kohde/hogholmsoren-sipoo-8072","Satama","1","ruoka=false;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
9899,"Hietalahdenallas, Helsinki","Hietalahdenallas","Helsinki","60.1617","24.9283","https://www.vierassatamat.fi/fi/kohde/hietalahdenallas-helsinki-9899","Apteekki,Ravintola,Satama","3","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7000,"Hamina, Rampsinkari, Hamina","Hamina, Rampsinkari","Hamina","60.5583","27.185","https://www.vierassatamat.fi/fi/kohde/hamina-rampsinkari-hamina-7000","Apteekki,Bussi,Elintarvikekioski,Grillipaikka,Juomavesi,Kahvila,Kauppa,Kauppa,Keräyspiste,Kioski,Leikkipaikka,Luontopolku,Nähtävää,Opastus,Pesutupa,Polttoaine,Ravintola,Ravintola,Satama,Sauna,Septityhjennys,Suihku,Sähkö,Uimaranta,Veneramppi,WC,Yhteysalus","27","ruoka=true;nahtavyys=true;tapahtuma=false;kauppa=true;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
7241,"Hamari, Porvoo","Hamari","Porvoo","60.3567","25.64","https://www.vierassatamat.fi/fi/kohde/hamari-porvoo-7241","Juomavesi,Kahvila,Keräyspiste,Kioski,Polttoaine,Satama,Septityhjennys,Veneramppi,WC","9","ruoka=true;nahtavyys=false;tapahtuma=false;kauppa=false;majoitus=false;satama=false;leirinta=false;lahiruoka=false;muut=false"
